text,label,language
tu dogla insaan,1,hi-roman
tu dogla saale,1,hi-roman
tu dogla kutte,1,hi-roman
tu dogla yaar,1,hi-roman
tum dogla,1,hi-roman
tum dogla hai,1,hi-roman
tum dogla ho,1,hi-roman
tum dogla tha,1,hi-roman
tum dogla hain,1,hi-roman
tum dogla aadmi,1,hi-roman
tum dogla insaan,1,hi-roman
tum dogla saale,1,hi-roman
tum dogla kutte,1,hi-roman
tum dogla yaar,1,hi-roman
abe dogla,1,hi-roman
abe dogla hai,1,hi-roman
abe dogla ho,1,hi-roman
abe dogla tha,1,hi-roman
abe dogla hain,1,hi-roman
abe dogla aadmi,1,hi-roman
abe dogla insaan,1,hi-roman
abe dogla saale,1,hi-roman
abe dogla kutte,1,hi-roman
abe dogla yaar,1,hi-roman
oye dogla,1,hi-roman
oye dogla hai,1,hi-roman
oye dogla ho,1,hi-roman
oye dogla tha,1,hi-roman
oye dogla hain,1,hi-roman
oye dogla aadmi,1,hi-roman
oye dogla insaan,1,hi-roman
oye dogla saale,1,hi-roman
oye dogla kutte,1,hi-roman
oye dogla yaar,1,hi-roman
are dogla,1,hi-roman
are dogla hai,1,hi-roman
are dogla ho,1,hi-roman
are dogla tha,1,hi-roman
are dogla hain,1,hi-roman
are dogla aadmi,1,hi-roman
are dogla insaan,1,hi-roman
are dogla saale,1,hi-roman
are dogla kutte,1,hi-roman
are dogla yaar,1,hi-roman
sun dogla,1,hi-roman
sun dogla hai,1,hi-roman
sun dogla ho,1,hi-roman
sun dogla tha,1,hi-roman
sun dogla hain,1,hi-roman
sun dogla aadmi,1,hi-roman
sun dogla insaan,1,hi-roman
sun dogla saale,1,hi-roman
sun dogla kutte,1,hi-roman
sun dogla yaar,1,hi-roman
dekh dogla,1,hi-roman
dekh dogla hai,1,hi-roman
dekh dogla ho,1,hi-roman
dekh dogla tha,1,hi-roman
dekh dogla hain,1,hi-roman
dekh dogla aadmi,1,hi-roman
dekh dogla insaan,1,hi-roman
dekh dogla saale,1,hi-roman
dekh dogla kutte,1,hi-roman
dekh dogla yaar,1,hi-roman
dogli,1,hi-roman
dogli hai,1,hi-roman
dogli ho,1,hi-roman
dogli tha,1,hi-roman
dogli hain,1,hi-roman
dogli aadmi,1,hi-roman
dogli insaan,1,hi-roman
dogli saale,1,hi-roman
dogli kutte,1,hi-roman
dogli yaar,1,hi-roman
tu dogli,1,hi-roman
tu dogli hai,1,hi-roman
tu dogli ho,1,hi-roman
tu dogli tha,1,hi-roman
tu dogli hain,1,hi-roman
tu dogli aadmi,1,hi-roman
tu dogli insaan,1,hi-roman
tu dogli saale,1,hi-roman
tu dogli kutte,1,hi-roman
tu dogli yaar,1,hi-roman
tum dogli,1,hi-roman
tum dogli hai,1,hi-roman
tum dogli ho,1,hi-roman
tum dogli tha,1,hi-roman
tum dogli hain,1,hi-roman
tum dogli aadmi,1,hi-roman
tum dogli insaan,1,hi-roman
tum dogli saale,1,hi-roman
tum dogli kutte,1,hi-roman
tum dogli yaar,1,hi-roman
abe dogli,1,hi-roman
abe dogli hai,1,hi-roman
abe dogli ho,1,hi-roman
abe dogli tha,1,hi-roman
abe dogli hain,1,hi-roman
abe dogli aadmi,1,hi-roman
abe dogli insaan,1,hi-roman
abe dogli saale,1,hi-roman
abe dogli kutte,1,hi-roman
abe dogli yaar,1,hi-roman
oye dogli,1,hi-roman
oye dogli hai,1,hi-roman
oye dogli ho,1,hi-roman
oye dogli tha,1,hi-roman
oye dogli hain,1,hi-roman
oye dogli aadmi,1,hi-roman
oye dogli insaan,1,hi-roman
oye dogli saale,1,hi-roman
oye dogli kutte,1,hi-roman
oye dogli yaar,1,hi-roman
are dogli,1,hi-roman
are dogli hai,1,hi-roman
are dogli ho,1,hi-roman
are dogli tha,1,hi-roman
are dogli hain,1,hi-roman
are dogli aadmi,1,hi-roman
are dogli insaan,1,hi-roman
are dogli saale,1,hi-roman
are dogli kutte,1,hi-roman
are dogli yaar,1,hi-roman
sun dogli,1,hi-roman
sun dogli hai,1,hi-roman
sun dogli ho,1,hi-roman
sun dogli tha,1,hi-roman
sun dogli hain,1,hi-roman
sun dogli aadmi,1,hi-roman
sun dogli insaan,1,hi-roman
sun dogli saale,1,hi-roman
sun dogli kutte,1,hi-roman
sun dogli yaar,1,hi-roman
dekh dogli,1,hi-roman
dekh dogli hai,1,hi-roman
dekh dogli ho,1,hi-roman
dekh dogli tha,1,hi-roman
dekh dogli hain,1,hi-roman
dekh dogli aadmi,1,hi-roman
dekh dogli insaan,1,hi-roman
dekh dogli saale,1,hi-roman
dekh dogli kutte,1,hi-roman
dekh dogli yaar,1,hi-roman
doglapan,1,hi-roman
doglapan hai,1,hi-roman
doglapan ho,1,hi-roman
doglapan tha,1,hi-roman
doglapan hain,1,hi-roman
doglapan aadmi,1,hi-roman
doglapan insaan,1,hi-roman
doglapan saale,1,hi-roman
doglapan kutte,1,hi-roman
doglapan yaar,1,hi-roman
tu doglapan,1,hi-roman
tu doglapan hai,1,hi-roman
tu doglapan ho,1,hi-roman
tu doglapan tha,1,hi-roman
tu doglapan hain,1,hi-roman
tu doglapan aadmi,1,hi-roman
tu doglapan insaan,1,hi-roman
tu doglapan saale,1,hi-roman
tu doglapan kutte,1,hi-roman
tu doglapan yaar,1,hi-roman
tum doglapan,1,hi-roman
tum doglapan hai,1,hi-roman
tum doglapan ho,1,hi-roman
tum doglapan tha,1,hi-roman
tum doglapan hain,1,hi-roman
tum doglapan aadmi,1,hi-roman
tum doglapan insaan,1,hi-roman
tum doglapan saale,1,hi-roman
tum doglapan kutte,1,hi-roman
tum doglapan yaar,1,hi-roman
abe doglapan,1,hi-roman
abe doglapan hai,1,hi-roman
abe doglapan ho,1,hi-roman
abe doglapan tha,1,hi-roman
abe doglapan hain,1,hi-roman
abe doglapan aadmi,1,hi-roman
abe doglapan insaan,1,hi-roman
abe doglapan saale,1,hi-roman
abe doglapan kutte,1,hi-roman
abe doglapan yaar,1,hi-roman
oye doglapan,1,hi-roman
oye doglapan hai,1,hi-roman
oye doglapan ho,1,hi-roman
oye doglapan tha,1,hi-roman
oye doglapan hain,1,hi-roman
oye doglapan aadmi,1,hi-roman
oye doglapan insaan,1,hi-roman
oye doglapan saale,1,hi-roman
oye doglapan kutte,1,hi-roman
oye doglapan yaar,1,hi-roman
are doglapan,1,hi-roman
are doglapan hai,1,hi-roman
are doglapan ho,1,hi-roman
are doglapan tha,1,hi-roman
are doglapan hain,1,hi-roman
are doglapan aadmi,1,hi-roman
are doglapan insaan,1,hi-roman
are doglapan saale,1,hi-roman
are doglapan kutte,1,hi-roman
are doglapan yaar,1,hi-roman
sun doglapan,1,hi-roman
sun doglapan hai,1,hi-roman
sun doglapan ho,1,hi-roman
sun doglapan tha,1,hi-roman
sun doglapan hain,1,hi-roman
sun doglapan aadmi,1,hi-roman
sun doglapan insaan,1,hi-roman
sun doglapan saale,1,hi-roman
sun doglapan kutte,1,hi-roman
sun doglapan yaar,1,hi-roman
dekh doglapan,1,hi-roman
dekh doglapan hai,1,hi-roman
dekh doglapan ho,1,hi-roman
dekh doglapan tha,1,hi-roman
dekh doglapan hain,1,hi-roman
dekh doglapan aadmi,1,hi-roman
dekh doglapan insaan,1,hi-roman
dekh doglapan saale,1,hi-roman
dekh doglapan kutte,1,hi-roman
dekh doglapan yaar,1,hi-roman
dhokebaaz,1,hi-roman
dhokebaaz hai,1,hi-roman
dhokebaaz ho,1,hi-roman
dhokebaaz tha,1,hi-roman
dhokebaaz hain,1,hi-roman
dhokebaaz aadmi,1,hi-roman
dhokebaaz insaan,1,hi-roman
dhokebaaz saale,1,hi-roman
dhokebaaz kutte,1,hi-roman
dhokebaaz yaar,1,hi-roman
tu dhokebaaz,1,hi-roman
tu dhokebaaz hai,1,hi-roman
tu dhokebaaz ho,1,hi-roman
tu dhokebaaz tha,1,hi-roman
tu dhokebaaz hain,1,hi-roman
tu dhokebaaz aadmi,1,hi-roman
tu dhokebaaz insaan,1,hi-roman
tu dhokebaaz saale,1,hi-roman
tu dhokebaaz kutte,1,hi-roman
tu dhokebaaz yaar,1,hi-roman
tum dhokebaaz,1,hi-roman
tum dhokebaaz hai,1,hi-roman
tum dhokebaaz ho,1,hi-roman
tum dhokebaaz tha,1,hi-roman
tum dhokebaaz hain,1,hi-roman
tum dhokebaaz aadmi,1,hi-roman
tum dhokebaaz insaan,1,hi-roman
tum dhokebaaz saale,1,hi-roman
tum dhokebaaz kutte,1,hi-roman
tum dhokebaaz yaar,1,hi-roman
abe dhokebaaz,1,hi-roman
abe dhokebaaz hai,1,hi-roman
abe dhokebaaz ho,1,hi-roman
abe dhokebaaz tha,1,hi-roman
abe dhokebaaz hain,1,hi-roman
abe dhokebaaz aadmi,1,hi-roman
abe dhokebaaz insaan,1,hi-roman
abe dhokebaaz saale,1,hi-roman
abe dhokebaaz kutte,1,hi-roman
abe dhokebaaz yaar,1,hi-roman
oye dhokebaaz,1,hi-roman
oye dhokebaaz hai,1,hi-roman
oye dhokebaaz ho,1,hi-roman
oye dhokebaaz tha,1,hi-roman
oye dhokebaaz hain,1,hi-roman
oye dhokebaaz aadmi,1,hi-roman
oye dhokebaaz insaan,1,hi-roman
oye dhokebaaz saale,1,hi-roman
oye dhokebaaz kutte,1,hi-roman
oye dhokebaaz yaar,1,hi-roman
are dhokebaaz,1,hi-roman
are dhokebaaz hai,1,hi-roman
are dhokebaaz ho,1,hi-roman
are dhokebaaz tha,1,hi-roman
are dhokebaaz hain,1,hi-roman
are dhokebaaz aadmi,1,hi-roman
are dhokebaaz insaan,1,hi-roman
are dhokebaaz saale,1,hi-roman
are dhokebaaz kutte,1,hi-roman
are dhokebaaz yaar,1,hi-roman
sun dhokebaaz,1,hi-roman
sun dhokebaaz hai,1,hi-roman
sun dhokebaaz ho,1,hi-roman
sun dhokebaaz tha,1,hi-roman
sun dhokebaaz hain,1,hi-roman
sun dhokebaaz aadmi,1,hi-roman
sun dhokebaaz insaan,1,hi-roman
sun dhokebaaz saale,1,hi-roman
sun dhokebaaz kutte,1,hi-roman
sun dhokebaaz yaar,1,hi-roman
dekh dhokebaaz,1,hi-roman
dekh dhokebaaz hai,1,hi-roman
dekh dhokebaaz ho,1,hi-roman
dekh dhokebaaz tha,1,hi-roman
dekh dhokebaaz hain,1,hi-roman
dekh dhokebaaz aadmi,1,hi-roman
dekh dhokebaaz insaan,1,hi-roman
dekh dhokebaaz saale,1,hi-roman
dekh dhokebaaz kutte,1,hi-roman
dekh dhokebaaz yaar,1,hi-roman
dhokhebaaz,1,hi-roman
dhokhebaaz hai,1,hi-roman
dhokhebaaz ho,1,hi-roman
dhokhebaaz tha,1,hi-roman
dhokhebaaz hain,1,hi-roman
dhokhebaaz aadmi,1,hi-roman
dhokhebaaz insaan,1,hi-roman
dhokhebaaz saale,1,hi-roman
dhokhebaaz kutte,1,hi-roman
dhokhebaaz yaar,1,hi-roman
tu dhokhebaaz,1,hi-roman
tu dhokhebaaz hai,1,hi-roman
tu dhokhebaaz ho,1,hi-roman
tu dhokhebaaz tha,1,hi-roman
tu dhokhebaaz hain,1,hi-roman
tu dhokhebaaz aadmi,1,hi-roman
tu dhokhebaaz insaan,1,hi-roman
tu dhokhebaaz saale,1,hi-roman
tu dhokhebaaz kutte,1,hi-roman
tu dhokhebaaz yaar,1,hi-roman
tum dhokhebaaz,1,hi-roman
tum dhokhebaaz hai,1,hi-roman
tum dhokhebaaz ho,1,hi-roman
tum dhokhebaaz tha,1,hi-roman
tum dhokhebaaz hain,1,hi-roman
tum dhokhebaaz aadmi,1,hi-roman
tum dhokhebaaz insaan,1,hi-roman
tum dhokhebaaz saale,1,hi-roman
tum dhokhebaaz kutte,1,hi-roman
tum dhokhebaaz yaar,1,hi-roman
abe dhokhebaaz,1,hi-roman
abe dhokhebaaz hai,1,hi-roman
abe dhokhebaaz ho,1,hi-roman
abe dhokhebaaz tha,1,hi-roman
abe dhokhebaaz hain,1,hi-roman
abe dhokhebaaz aadmi,1,hi-roman
abe dhokhebaaz insaan,1,hi-roman
abe dhokhebaaz saale,1,hi-roman
abe dhokhebaaz kutte,1,hi-roman
abe dhokhebaaz yaar,1,hi-roman
oye dhokhebaaz,1,hi-roman
oye dhokhebaaz hai,1,hi-roman
oye dhokhebaaz ho,1,hi-roman
oye dhokhebaaz tha,1,hi-roman
oye dhokhebaaz hain,1,hi-roman
oye dhokhebaaz aadmi,1,hi-roman
oye dhokhebaaz insaan,1,hi-roman
oye dhokhebaaz saale,1,hi-roman
oye dhokhebaaz kutte,1,hi-roman
oye dhokhebaaz yaar,1,hi-roman
are dhokhebaaz,1,hi-roman
are dhokhebaaz hai,1,hi-roman
are dhokhebaaz ho,1,hi-roman
are dhokhebaaz tha,1,hi-roman
are dhokhebaaz hain,1,hi-roman
are dhokhebaaz aadmi,1,hi-roman
are dhokhebaaz insaan,1,hi-roman
are dhokhebaaz saale,1,hi-roman
are dhokhebaaz kutte,1,hi-roman
are dhokhebaaz yaar,1,hi-roman
sun dhokhebaaz,1,hi-roman
sun dhokhebaaz hai,1,hi-roman
sun dhokhebaaz ho,1,hi-roman
sun dhokhebaaz tha,1,hi-roman
sun dhokhebaaz hain,1,hi-roman
sun dhokhebaaz aadmi,1,hi-roman
sun dhokhebaaz insaan,1,hi-roman
sun dhokhebaaz saale,1,hi-roman
sun dhokhebaaz kutte,1,hi-roman
sun dhokhebaaz yaar,1,hi-roman
dekh dhokhebaaz,1,hi-roman
dekh dhokhebaaz hai,1,hi-roman
dekh dhokhebaaz ho,1,hi-roman
dekh dhokhebaaz tha,1,hi-roman
dekh dhokhebaaz hain,1,hi-roman
dekh dhokhebaaz aadmi,1,hi-roman
dekh dhokhebaaz insaan,1,hi-roman
dekh dhokhebaaz saale,1,hi-roman
dekh dhokhebaaz kutte,1,hi-roman
dekh dhokhebaaz yaar,1,hi-roman
makkar,1,hi-roman
makkar hai,1,hi-roman
makkar ho,1,hi-roman
makkar tha,1,hi-roman
makkar hain,1,hi-roman
makkar aadmi,1,hi-roman
makkar insaan,1,hi-roman
makkar saale,1,hi-roman
makkar kutte,1,hi-roman
makkar yaar,1,hi-roman
tu makkar,1,hi-roman
tu makkar hai,1,hi-roman
tu makkar ho,1,hi-roman
tu makkar tha,1,hi-roman
tu makkar hain,1,hi-roman
tu makkar aadmi,1,hi-roman
tu makkar insaan,1,hi-roman
tu makkar saale,1,hi-roman
tu makkar kutte,1,hi-roman
tu makkar yaar,1,hi-roman
tum makkar,1,hi-roman
tum makkar hai,1,hi-roman
tum makkar ho,1,hi-roman
tum makkar tha,1,hi-roman
tum makkar hain,1,hi-roman
tum makkar aadmi,1,hi-roman
tum makkar insaan,1,hi-roman
tum makkar saale,1,hi-roman
tum makkar kutte,1,hi-roman
tum makkar yaar,1,hi-roman
abe makkar,1,hi-roman
abe makkar hai,1,hi-roman
abe makkar ho,1,hi-roman
abe makkar tha,1,hi-roman
abe makkar hain,1,hi-roman
abe makkar aadmi,1,hi-roman
abe makkar insaan,1,hi-roman
abe makkar saale,1,hi-roman
abe makkar kutte,1,hi-roman
abe makkar yaar,1,hi-roman
oye makkar,1,hi-roman
oye makkar hai,1,hi-roman
oye makkar ho,1,hi-roman
oye makkar tha,1,hi-roman
oye makkar hain,1,hi-roman
oye makkar aadmi,1,hi-roman
oye makkar insaan,1,hi-roman
oye makkar saale,1,hi-roman
oye makkar kutte,1,hi-roman
oye makkar yaar,1,hi-roman
are makkar,1,hi-roman
are makkar hai,1,hi-roman
are makkar ho,1,hi-roman
are makkar tha,1,hi-roman
are makkar hain,1,hi-roman
are makkar aadmi,1,hi-roman
are makkar insaan,1,hi-roman
are makkar saale,1,hi-roman
are makkar kutte,1,hi-roman
are makkar yaar,1,hi-roman
sun makkar,1,hi-roman
sun makkar hai,1,hi-roman
sun makkar ho,1,hi-roman
sun makkar tha,1,hi-roman
sun makkar hain,1,hi-roman
sun makkar aadmi,1,hi-roman
sun makkar insaan,1,hi-roman
sun makkar saale,1,hi-roman
sun makkar kutte,1,hi-roman
sun makkar yaar,1,hi-roman
dekh makkar,1,hi-roman
dekh makkar hai,1,hi-roman
dekh makkar ho,1,hi-roman
dekh makkar tha,1,hi-roman
dekh makkar hain,1,hi-roman
dekh makkar aadmi,1,hi-roman
dekh makkar insaan,1,hi-roman
dekh makkar saale,1,hi-roman
dekh makkar kutte,1,hi-roman
dekh makkar yaar,1,hi-roman
makkari,1,hi-roman
makkari hai,1,hi-roman
makkari ho,1,hi-roman
makkari tha,1,hi-roman
makkari hain,1,hi-roman
makkari aadmi,1,hi-roman
makkari insaan,1,hi-roman
makkari saale,1,hi-roman
makkari kutte,1,hi-roman
makkari yaar,1,hi-roman
tu makkari,1,hi-roman
tu makkari hai,1,hi-roman
tu makkari ho,1,hi-roman
tu makkari tha,1,hi-roman
tu makkari hain,1,hi-roman
tu makkari aadmi,1,hi-roman
tu makkari insaan,1,hi-roman
tu makkari saale,1,hi-roman
tu makkari kutte,1,hi-roman
tu makkari yaar,1,hi-roman
tum makkari,1,hi-roman
tum makkari hai,1,hi-roman
tum makkari ho,1,hi-roman
tum makkari tha,1,hi-roman
tum makkari hain,1,hi-roman
tum makkari aadmi,1,hi-roman
tum makkari insaan,1,hi-roman
tum makkari saale,1,hi-roman
tum makkari kutte,1,hi-roman
tum makkari yaar,1,hi-roman
abe makkari,1,hi-roman
abe makkari hai,1,hi-roman
abe makkari ho,1,hi-roman
abe makkari tha,1,hi-roman
abe makkari hain,1,hi-roman
abe makkari aadmi,1,hi-roman
abe makkari insaan,1,hi-roman
abe makkari saale,1,hi-roman
abe makkari kutte,1,hi-roman
abe makkari yaar,1,hi-roman
oye makkari,1,hi-roman
oye makkari hai,1,hi-roman
oye makkari ho,1,hi-roman
oye makkari tha,1,hi-roman
oye makkari hain,1,hi-roman
oye makkari aadmi,1,hi-roman
oye makkari insaan,1,hi-roman
oye makkari saale,1,hi-roman
oye makkari kutte,1,hi-roman
oye makkari yaar,1,hi-roman
are makkari,1,hi-roman
are makkari hai,1,hi-roman
are makkari ho,1,hi-roman
are makkari tha,1,hi-roman
are makkari hain,1,hi-roman
are makkari aadmi,1,hi-roman
are makkari insaan,1,hi-roman
are makkari saale,1,hi-roman
are makkari kutte,1,hi-roman
are makkari yaar,1,hi-roman
sun makkari,1,hi-roman
sun makkari hai,1,hi-roman
sun makkari ho,1,hi-roman
sun makkari tha,1,hi-roman
sun makkari hain,1,hi-roman
sun makkari aadmi,1,hi-roman
sun makkari insaan,1,hi-roman
sun makkari saale,1,hi-roman
sun makkari kutte,1,hi-roman
sun makkari yaar,1,hi-roman
dekh makkari,1,hi-roman
dekh makkari hai,1,hi-roman
dekh makkari ho,1,hi-roman
dekh makkari tha,1,hi-roman
dekh makkari hain,1,hi-roman
dekh makkari aadmi,1,hi-roman
dekh makkari insaan,1,hi-roman
dekh makkari saale,1,hi-roman
dekh makkari kutte,1,hi-roman
dekh makkari yaar,1,hi-roman
farebi,1,hi-roman
farebi hai,1,hi-roman
farebi ho,1,hi-roman
farebi tha,1,hi-roman
farebi hain,1,hi-roman
farebi aadmi,1,hi-roman
farebi insaan,1,hi-roman
farebi saale,1,hi-roman
farebi kutte,1,hi-roman
farebi yaar,1,hi-roman
tu farebi,1,hi-roman
tu farebi hai,1,hi-roman
tu farebi ho,1,hi-roman
tu farebi tha,1,hi-roman
tu farebi hain,1,hi-roman
tu farebi aadmi,1,hi-roman
tu farebi insaan,1,hi-roman
tu farebi saale,1,hi-roman
tu farebi kutte,1,hi-roman
tu farebi yaar,1,hi-roman
tum farebi,1,hi-roman
tum farebi hai,1,hi-roman
tum farebi ho,1,hi-roman
tum farebi tha,1,hi-roman
tum farebi hain,1,hi-roman
tum farebi aadmi,1,hi-roman
tum farebi insaan,1,hi-roman
tum farebi saale,1,hi-roman
tum farebi kutte,1,hi-roman
tum farebi yaar,1,hi-roman
abe farebi,1,hi-roman
abe farebi hai,1,hi-roman
abe farebi ho,1,hi-roman
abe farebi tha,1,hi-roman
abe farebi hain,1,hi-roman
abe farebi aadmi,1,hi-roman
abe farebi insaan,1,hi-roman
abe farebi saale,1,hi-roman
abe farebi kutte,1,hi-roman
abe farebi yaar,1,hi-roman
oye farebi,1,hi-roman
oye farebi hai,1,hi-roman
oye farebi ho,1,hi-roman
oye farebi tha,1,hi-roman
oye farebi hain,1,hi-roman
oye farebi aadmi,1,hi-roman
oye farebi insaan,1,hi-roman
oye farebi saale,1,hi-roman
oye farebi kutte,1,hi-roman
oye farebi yaar,1,hi-roman
are farebi,1,hi-roman
are farebi hai,1,hi-roman
are farebi ho,1,hi-roman
are farebi tha,1,hi-roman
are farebi hain,1,hi-roman
are farebi aadmi,1,hi-roman
are farebi insaan,1,hi-roman
are farebi saale,1,hi-roman
are farebi kutte,1,hi-roman
are farebi yaar,1,hi-roman
sun farebi,1,hi-roman
sun farebi hai,1,hi-roman
sun farebi ho,1,hi-roman
sun farebi tha,1,hi-roman
sun farebi hain,1,hi-roman
sun farebi aadmi,1,hi-roman
sun farebi insaan,1,hi-roman
sun farebi saale,1,hi-roman
sun farebi kutte,1,hi-roman
sun farebi yaar,1,hi-roman
dekh farebi,1,hi-roman
dekh farebi hai,1,hi-roman
dekh farebi ho,1,hi-roman
dekh farebi tha,1,hi-roman
dekh farebi hain,1,hi-roman
dekh farebi aadmi,1,hi-roman
dekh farebi insaan,1,hi-roman
dekh farebi saale,1,hi-roman
dekh farebi kutte,1,hi-roman
dekh farebi yaar,1,hi-roman
jhootha,1,hi-roman
jhootha hai,1,hi-roman
jhootha ho,1,hi-roman
jhootha tha,1,hi-roman
jhootha hain,1,hi-roman
jhootha aadmi,1,hi-roman
jhootha insaan,1,hi-roman
jhootha saale,1,hi-roman
jhootha kutte,1,hi-roman
jhootha yaar,1,hi-roman
tu jhootha,1,hi-roman
tu jhootha hai,1,hi-roman
tu jhootha ho,1,hi-roman
tu jhootha tha,1,hi-roman
tu jhootha hain,1,hi-roman
tu jhootha aadmi,1,hi-roman
tu jhootha insaan,1,hi-roman
tu jhootha saale,1,hi-roman
tu jhootha kutte,1,hi-roman
tu jhootha yaar,1,hi-roman
tum jhootha,1,hi-roman
tum jhootha hai,1,hi-roman
tum jhootha ho,1,hi-roman
tum jhootha tha,1,hi-roman
tum jhootha hain,1,hi-roman
tum jhootha aadmi,1,hi-roman
tum jhootha insaan,1,hi-roman
tum jhootha saale,1,hi-roman
tum jhootha kutte,1,hi-roman
tum jhootha yaar,1,hi-roman
abe jhootha,1,hi-roman
abe jhootha hai,1,hi-roman
abe jhootha ho,1,hi-roman
abe jhootha tha,1,hi-roman
abe jhootha hain,1,hi-roman
abe jhootha aadmi,1,hi-roman
abe jhootha insaan,1,hi-roman
abe jhootha saale,1,hi-roman
abe jhootha kutte,1,hi-roman
abe jhootha yaar,1,hi-roman
oye jhootha,1,hi-roman
oye jhootha hai,1,hi-roman
oye jhootha ho,1,hi-roman
oye jhootha tha,1,hi-roman
oye jhootha hain,1,hi-roman
oye jhootha aadmi,1,hi-roman
oye jhootha insaan,1,hi-roman
oye jhootha saale,1,hi-roman
oye jhootha kutte,1,hi-roman
oye jhootha yaar,1,hi-roman
are jhootha,1,hi-roman
are jhootha hai,1,hi-roman
are jhootha ho,1,hi-roman
are jhootha tha,1,hi-roman
are jhootha hain,1,hi-roman
are jhootha aadmi,1,hi-roman
are jhootha insaan,1,hi-roman
are jhootha saale,1,hi-roman
are jhootha kutte,1,hi-roman
are jhootha yaar,1,hi-roman
sun jhootha,1,hi-roman
sun jhootha hai,1,hi-roman
sun jhootha ho,1,hi-roman
sun jhootha tha,1,hi-roman
sun jhootha hain,1,hi-roman
sun jhootha aadmi,1,hi-roman
sun jhootha insaan,1,hi-roman
sun jhootha saale,1,hi-roman
sun jhootha kutte,1,hi-roman
sun jhootha yaar,1,hi-roman
dekh jhootha,1,hi-roman
dekh jhootha hai,1,hi-roman
dekh jhootha ho,1,hi-roman
dekh jhootha tha,1,hi-roman
dekh jhootha hain,1,hi-roman
dekh jhootha aadmi,1,hi-roman
dekh jhootha insaan,1,hi-roman
dekh jhootha saale,1,hi-roman
dekh jhootha kutte,1,hi-roman
dekh jhootha yaar,1,hi-roman
jhooti,1,hi-roman
jhooti hai,1,hi-roman
jhooti ho,1,hi-roman
jhooti tha,1,hi-roman
jhooti hain,1,hi-roman
jhooti aadmi,1,hi-roman
jhooti insaan,1,hi-roman
jhooti saale,1,hi-roman
jhooti kutte,1,hi-roman
jhooti yaar,1,hi-roman
tu jhooti,1,hi-roman
tu jhooti hai,1,hi-roman
tu jhooti ho,1,hi-roman
tu jhooti tha,1,hi-roman
tu jhooti hain,1,hi-roman
tu jhooti aadmi,1,hi-roman
tu jhooti insaan,1,hi-roman
tu jhooti saale,1,hi-roman
tu jhooti kutte,1,hi-roman
tu jhooti yaar,1,hi-roman
tum jhooti,1,hi-roman
tum jhooti hai,1,hi-roman
tum jhooti ho,1,hi-roman
tum jhooti tha,1,hi-roman
tum jhooti hain,1,hi-roman
tum jhooti aadmi,1,hi-roman
tum jhooti insaan,1,hi-roman
tum jhooti saale,1,hi-roman
tum jhooti kutte,1,hi-roman
tum jhooti yaar,1,hi-roman
abe jhooti,1,hi-roman
abe jhooti hai,1,hi-roman
abe jhooti ho,1,hi-roman
abe jhooti tha,1,hi-roman
abe jhooti hain,1,hi-roman
abe jhooti aadmi,1,hi-roman
abe jhooti insaan,1,hi-roman
abe jhooti saale,1,hi-roman
abe jhooti kutte,1,hi-roman
abe jhooti yaar,1,hi-roman
oye jhooti,1,hi-roman
oye jhooti hai,1,hi-roman
oye jhooti ho,1,hi-roman
oye jhooti tha,1,hi-roman
oye jhooti hain,1,hi-roman
oye jhooti aadmi,1,hi-roman
oye jhooti insaan,1,hi-roman
oye jhooti saale,1,hi-roman
oye jhooti kutte,1,hi-roman
oye jhooti yaar,1,hi-roman
are jhooti,1,hi-roman
are jhooti hai,1,hi-roman
are jhooti ho,1,hi-roman
are jhooti tha,1,hi-roman
are jhooti hain,1,hi-roman
are jhooti aadmi,1,hi-roman
are jhooti insaan,1,hi-roman
are jhooti saale,1,hi-roman
are jhooti kutte,1,hi-roman
are jhooti yaar,1,hi-roman
sun jhooti,1,hi-roman
sun jhooti hai,1,hi-roman
sun jhooti ho,1,hi-roman
sun jhooti tha,1,hi-roman
sun jhooti hain,1,hi-roman
sun jhooti aadmi,1,hi-roman
sun jhooti insaan,1,hi-roman
sun jhooti saale,1,hi-roman
sun jhooti kutte,1,hi-roman
sun jhooti yaar,1,hi-roman
dekh jhooti,1,hi-roman
dekh jhooti hai,1,hi-roman
dekh jhooti ho,1,hi-roman
dekh jhooti tha,1,hi-roman
dekh jhooti hain,1,hi-roman
dekh jhooti aadmi,1,hi-roman
dekh jhooti insaan,1,hi-roman
dekh jhooti saale,1,hi-roman
dekh jhooti kutte,1,hi-roman
dekh jhooti yaar,1,hi-roman
jhoote,1,hi-roman
jhoote hai,1,hi-roman
jhoote ho,1,hi-roman
jhoote tha,1,hi-roman
jhoote hain,1,hi-roman
jhoote aadmi,1,hi-roman
jhoote insaan,1,hi-roman
jhoote saale,1,hi-roman
jhoote kutte,1,hi-roman
jhoote yaar,1,hi-roman
tu jhoote,1,hi-roman
tu jhoote hai,1,hi-roman
tu jhoote ho,1,hi-roman
tu jhoote tha,1,hi-roman
tu jhoote hain,1,hi-roman
tu jhoote aadmi,1,hi-roman
tu jhoote insaan,1,hi-roman
tu jhoote saale,1,hi-roman
tu jhoote kutte,1,hi-roman
tu jhoote yaar,1,hi-roman
tum jhoote,1,hi-roman
tum jhoote hai,1,hi-roman
tum jhoote ho,1,hi-roman
tum jhoote tha,1,hi-roman
tum jhoote hain,1,hi-roman
tum jhoote aadmi,1,hi-roman
